Kategorie;Funktion;Produkt;Kurzbeschreibung;Synonyme;Beschreibung;ORBIS U Technologie?;ORBIS U Spezifkation;Orbis U Docker Compose;Service Names;OAS Technologie?;OAS Spezifikation;JAIF Technologie?;ORBIS Mobile Technologie?;Bemerkung;Notwendige Drittprodukte;Produkt Ansprechpartner;Applikations-Support Dedalus;Technische Spezifikation;Kurzfunktions-beschreibung;AMS SIP RfC;Lizenz;Released for Sale;Released for Delivery;PL-Leitfaden;ORBIS Roadmap;History;Geändert am
ORBIS;ORBIS U Alarm;ORBIS U Alarm;U Alarm;Clinical Alerting, Notifications, Warning;"Dokumentation von Informationen, die der Nutzer berücksichtigen muss, um den Patienten vor möglichen Komplikationen zu schützen. Auffordernde Informationen über eine Änderung des medizinischen Zustands eines Patienten oder Behandlungs-, Qualitäts- bzw. Prozessprobleme, deren Kenntnisnahme die behandelnden Personen zwingend bestätigen müssen. 
Für patientenübergreifende Ansichten von Alarmen sind weiterhin in NICE die Alert Übersichten (stations- und einrichtungsbezogen) zu verwenden.";Ja;orbis-4u/ CustInst.: Nein<br>alerts/ CustInst.: Nein;docker-compose-alerts.yml;alerts/ CustInst.: Nein<br>orbis-4u/ CustInst.: Nein;Nein;;Nein;Nein;"Patientenaktenordner Alarm-U
Alerts Nachfolger (Bereich der Benachrichtigungen); Katalogsanpassungen CAVE_MD sinnvoll.";;Thomas Bartosch;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/23B3DFC5-2855-48DD-BD8F-C4906CAF73B6?nodeType=DOCUMENT"""" target=""_blank"">23B3DFC5-2855-48DD-BD8F-C4906CAF73B6 </a>";;60153;Ja;Ja;ja;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1459059\u0026session=14068159173354\u0026cs=3aPNaZWWNjL7XoZ1Yi8xnZXExIjDcBnkwikrwlUIqd1pXyussIZs-gK18qK3PP_Jm0MozAoENcHiTRRF04xxjeA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:47
ORBIS;GRAL – DRG&PEPP Groupersoftware;;RICO GRAL;Eigenständige Groupersoftware von RICO;;Nein;;;;Nein;;Nein;Nein;;;;Nein;;;;;;Nein;;;;24.11.2023 15:54
ORBIS;ORBIS U Planungsassistent;Clinical Services;;ORBIS U Resource Manager, Ressourcenmanager, ORBIS Resource Planning, More4U;Dient als unterstützendes Planungstool, um automatisch eine optimale Terminkette für Patientenaufenthalte im Rahmen von elektiven Operationen einzurichten. Zu diesem Zweck verwendet der ORBIS U Planungsassistent Planvorlagen, die durch den Benutzer erstellt, bearbeitet, versionsbezogen verwaltet und freigegeben werden können.;Ja;orbis-4u/ CustInst.: Nein<br>application-frame/ CustInst.: Nein<br>my-patients/ CustInst.: Nein<br>more4u/ CustInst.: Ja<br>orbis-events-4u/ CustInst.: Nein<br>kafka-for-docker/ CustInst.: Nein<br>schema-registry/ CustInst.: Nein;docker-compose-orbis-4u.yml, docker-compose-more4u.yml, docker-compose-kafka-for-docker.yml, docker-compose-schema-registry.yml, docker-compose-orbis-events-4u.yml, docker-compose-my-patients.yml;application-frame/ CustInst.: Nein<br>kafka-for-docker/ CustInst.: Nein<br>more4u/ CustInst.: Ja<br>my-patients/ CustInst.: Nein<br>orbis-4u/ CustInst.: Nein<br>orbis-events-4u/ CustInst.: Nein<br>schema-registry/ CustInst.: Nein<br>security/ CustInst.: Nein;Nein;;Nein;Nein;Optional Docker Container: kafka-manager und prometheus-kafka-exporter;;Laurent Monier;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/2AB8DA2C-E202-4894-FD8-CCA85B7C7550?nodeType=DOCUMENT"""" target=""_blank"">2AB8DA2C-E202-4894-FD8-CCA85B7C7550 </a>";Kein RfC;Planning Assistant Core, Kurz: PLAS_CORE, ID: 9360;Ja;Ja;Ja;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392127\u0026session=14068159173354\u0026cs=3XjQzP3hxeWR0yTjjMSrE3grAlDfYgs5hIgTBKBwAqadeSbjxlwKEH1t_lCO_hZipLx20Arq9kUFcQXyf4ecesA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 10:49
ORBIS;ORBIS Patientenbrief;Regular Care;;"Was hab' ich?gGmbH; was hab ich, WHI";"Generierung eines für den Patienten verständlichen Arztbriefs nach Fallfreigabe aus dem DRG Workplace auf Basis der Diagnosen und Prozedurencodierung.
Die Funktionalität wird über eine Schnittstelle zum Drittanbieter „Was hab ich-GmbH“ in Kombination mit HYDMedia DMS bereitgestellt.";Nein;;;;Nein;;Ja;Nein;"Schnittstelle: HL7 ADT OUT und HL7 MDM IN
Subsystem: Patientenbrief - Was hab ich? / Was hab ich GmbH";;Daniel Rheinländer;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/https://dedalus.interfacing.com/documents/details/EF74D64F-70C6-4EBB-9BB2-2D7C5199454F?environment=4?nodeType=DOCUMENT"""" target=""_blank"">https://dedalus.interfacing.com/documents/details/EF74D64F-70C6-4EBB-9BB2-2D7C5199454F?environment=4 </a>";;"(60171) ORBIS Patient Letter (PALE)
(60211) Dokumentenmanagement für PALE (PALE-DMS)";Ja;Ja;Ja;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1564874\u0026session=14068159173354\u0026cs=3wcb_sybIcE5AEbfqKmmG9NzF07yngGIqIs7DG9HyNtZPfg1ossu8la8r52V79iEZqjZuVU2loYXwmAboOh3Ybg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";10.03.2026 10:53
ORBIS;ORBIS U Arbeitslisten (Tasks);Task4U;Appübergreifende Sammlung von Aufgaben;tasks4U, Benutzertasks, Patiententasks;"Sammlung der Aufgaben für Benutzer & Benutzergruppen mit und ohne Patientenbezug; erste ORBIS U Module implemtieren eine Anbindung (u.a. Allergien (Bestätigung); Specimen Manager Probenmanager)";Ja;tasks/ CustInst.: Nein;docker-compose-tasks.yml;tasks/ CustInst.: Nein;Nein;;Nein;Nein;;;Chris Fixl;Nein;;;Kein RfC;;Nein;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392082\u0026session=14068159173354\u0026cs=3DVtC6POz_9nO3CWaRNXw0XE_iGKQsSsfEdxH8wN1P9Ka9IyX2m2vDMzDurad9JS05XR1PCNersa6URY6zwn2FA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";01.12.2025 12:21
ICAS;Engage Suite (Base Platform);;;;Externes Portal für Patienten und Zuweiser;Nein;;;;Nein;;;Nein;;Integriert: MPHRx, MongoDB, Mirth Connect;Frank Unglauben;;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=58892868"""" target=""_blank"">58892868 </a>";;20170517-0002-004181;;;;;;;06.12.2021 07:27
ORBIS;ORBIS automatische Wundvermessung;Pflege;;;ORBIS U Pflege Wundvermessung erweitert das ORBIS U Pflege Wundmanagement um eine präzise Wundvermessung über die integrierte imito®-Messfunktion (imito SDK/Kamera). Die Messung erfolgt automatisch, assistiert (mit Anpassung der Kontur) oder manuell und wird anschließend nahtlos in ORBIS U Wundmanagement übernommen. Dabei werden Wundbilder und Messdaten automatisch gespeichert.;Ja;locatedcare/ CustInst.: Nein;;;Nein;;Nein;Nein;SDK einer Drittfirma (Imito AG), welche als U Container läuft.;;Simone Schneider, Thomas Reschede;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/4633B025-9EAD-47DA-AAD1-247AAEE7B53F?nodeType=DOCUMENT"""" target=""_blank"">4633B025-9EAD-47DA-AAD1-247AAEE7B53F </a>";;Wound Measurement [60330];Ja;Ja;;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1564880\u0026session=14068159173354\u0026cs=3QDPtbUvOD1CILWhKacXsR0FkBU3KTapr73hSn11Z-MmE8ZGxkf14Q0GTwfNpKDSSRpP70Di83VkormvF1crkGA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";03.03.2026 12:53
ORBIS;ORBIS Endo Patho;;;;;Nein;;;;Nein;;Nein;Nein;;;;Nein;;;;;;Nein;;;;24.11.2023 15:51
ORBIS;INFORM SyncroTESS;;SyncroTESS;;3rd party Transportlogistik-Applikation;Nein;;;;Nein;;Nein;Nein;;Fremdprodukt der Firma INFORM (https://www.inform-software.com/de/software/syncrotess);Klaus Cramer;Nein;;;"<a href=""/ords/f?p=20180622:9:14068159173354:::RP,9:P9_CR_ID:3456&cs=3IfN_9MdN_RyMr3GtBIpuCl8zc9MSuDgPlWM7VMVhWmeyxiFL-1vLFG85w5gfc12sWXnjUohiyai2u-_CrPjqRg""><i class=""fa fa-sign-in""></i> &nbsp; 20201103-00000002-0003456<br>Status: fertig</a>";TRANSPORT 9390;Nein;Ja;Ja;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392074\u0026session=14068159173354\u0026cs=3R2ZWbQW44tA42U1L7yN6-XFBE62xsjKxdp3EpXwBKgniJbZjQp1AYEZJ-hyqzZfEsA-bLilswiEzPW_vvZPEsg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";21.01.2026 13:43
ORBIS;ORBIS U Balance;;;;ORBIS U Gesamtbilanz (Flüssigkeitsbilanzierung Medikamente, Getränke etc.);Ja;balance/ CustInst.: Nein;;;Nein;;Nein;Nein;;;;Nein;;;;"BALANCE_U: Balance U (60108)
BALANCE_U_PROS: BALANCE U Prospective  (60365)";Nein;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1950210\u0026session=14068159173354\u0026cs=3AzNmwyDUCzwvxgn2PXZe0X7dYzRLKQcT72sAPUoe19yqvyFMNT1qaWQa5E1NMVMZ7P5o0gcfe13TqTcpatwZXA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";21.01.2026 14:09
TIP;TIP HCe (Server);;;ORBIS BI;Business Intelligence;Nein;;;;Nein;;Nein;Nein;Zusatzfunktionen erfordern ggf. Excel und OfficeOnline Server;Microsoft Excel (Client);;;;;"<a href=""/ords/f?p=20180622:9:14068159173354:::RP,9:P9_CR_ID:516&cs=3xP6ZRRrNjaHJeWInLlurJL6r38AHSeKw2P_cAfqmFdzlgpU2HbY5rjAK4aDkV8KtkpILUZldiWu41mhgChrKCw""><i class=""fa fa-sign-in""></i> &nbsp; 20190906-00000002-0000516<br>Status: fertig</a>";;;;;;;03.12.2021 13:17
ORBIS;???;;Verbesserung ORBIS OP-Workflows mit Thieme eConsentPro;;"Integration des Drittprodukts Thieme eConsent Pro in ORBIS OP/OP Planung; Bidirektionaler Statusaustausch für Anforderung Aufklärungsbögen zum OP-Eingriff in der Operationsanmeldung";Nein;;;;Nein;;Nein;Nein;;;Maike Heinisch, Jan Schottler;Nein;;;;;;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1817760\u0026session=14068159173354\u0026cs=37xXuZf5wLrXUjz_lZ8CgPo2yQ-6WAdNATWAYx2xqCNKMhm00WZh5M8m1Fyr4FglAPVczIzYshfj63CucvIglKA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";25.04.2025 16:30
ORBIS;ORBIS U Probenmanager;Clinical Services;;Specimen Manager;"Optionale Erweiterungen zu ORBIS LAWP bzw. MAWP, die zentrale, übersichtliche Dokumentationen aller angeforderten und entnommenen Proben im Patientenkontext ermöglichen. 
Durch die barcodegestützte Abnahme mit ORBIS CRID wird ein sicherer „Closed-Loop“-Prozess geschaffen, der Verwechslungen vermeidet und die Qualität der Proben verbessert. Die App unterstützt standardisierte Abläufe, und ist flexibel konfigurierbar für Organisationseinheiten und Labore.";Ja;orbis-4u/ CustInst.: Nein<br>pdf-renderer/ CustInst.: Nein<br>print-template-editor/ CustInst.: Nein<br>tasks/ CustInst.: Nein<br>u-specimen/ CustInst.: Nein;docker-compose-u-specimen.yml;pdf-renderer/ CustInst.: Nein<br>print-template-editor/ CustInst.: Nein<br>u-specimen/ CustInst.: Nein;Nein;;Nein;Nein;KAFKA wird empfohlen;;Thomas Bernsteiner;Nein;"<a href=""https://dedalus.interfacing.com/documents/details/EE6D7977-ADBC-4BD8-BD6D-E2311ADC52B1?nodeType=DOCUMENT"""" target=""_blank"">EE6D7977-ADBC-4BD8-BD6D-E2311ADC52B1 </a>";"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=80216527"""" target=""_blank"">80216527 </a>";;SPECIMENM4U: ORBIS U Specimen Manager (60063);Ja;Ja;;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1459063\u0026session=14068159173354\u0026cs=343G99YFGDIDvylxhxAVbvuahrERwhQvAIqDfep5jGq982RGA1Ny2aANS92i0TnLnaqh0Of4sW7PfjFXrtFKdHQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";03.03.2026 11:32
S&CC;Patient XCare Suite;Patient XCare Suite Basis;Patient XCare Suite Basisinstallation;;Patientenportal für den digitalen Informationsaustausch zwischen Kliniken, Patienten und Zuweisern. Patient XCare Suite unterstützt alle Stationen der Patient Journey, vom präklinischen Onboarding über die Behandlung bis zur Entlassung und die Weiterbehandlung im ambulanten Sektor.;Ja;application-frame/ CustInst.: Nein<br>my-patients/ CustInst.: Nein<br>portal-manager/ CustInst.: Nein<br>security/ CustInst.: Nein<br>u-attachments/ CustInst.: Nein;docker-compose-portal-manager.yml / docker-compose-application.-frame.yml / docker-compose-u-attachments.yml;;Nein;;Nein;Nein;"Patient XCare Basisplattform ohne Questionnaires
Optionaler Einsatz des ClamAV AntiVirus Scanner -> Container ""clamav"" - docker-compose-clamav.yml Siehe: https://confluence.dedalus.com/pages/viewpage.action?spaceKey=Architecture&title=Antivirus+scanner+in+ORBIS+U";;;Nein;;;;;Nein;Ja;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1557364\u0026session=14068159173354\u0026cs=3QTW7Jb7ERX3GJXh8Gz-j8bPSiWhs1TTTKJ7OehO_TZHtFkAAJY4UDJ89uCkq_S-BRFEhOArpQae8YEtA5Qb14Q\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";21.01.2026 13:41
ORBIS;ORBIS Medication - Medikationsabgleich;ORBIS Medication;ORBIS Medication Reconciliation;MedRec;Medikationsabgleich für Aufnahme-, Krankenhaus- und Entlassmedikation eines Patientenfalls. Integration im Apothekenarbeitsplatz und in der Patientenakte in ORBIS U Frame und im NICE Rahmen;Ja;kafka-for-docker/ CustInst.: Nein<br>schema-registry/ CustInst.: Nein<br>u-reconciliation/ CustInst.: Nein;docker-compose-u-reconciliation.yml  docker-compose-orme-fhir-repository.yml;kafka-for-docker/ CustInst.: Nein<br>schema-registry/ CustInst.: Nein<br>u-reconciliation/ CustInst.: Nein;Nein;;Nein;Nein;;;Angeles Pardo Lopez PM;Nein;;;;ORME_RECONCILIATION: ORBIS Medication - Drug Reconciliation (60120);Nein;Nein;;Nein;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1780847\u0026session=14068159173354\u0026cs=33ejyDjeaDeoCQCUIANMBzWIatYsBwbuLp5oTdPKKPtp9gjv2h5u2HxZlb3TRp0M1CXXApkOmqCH3FTFZBb1Hzw\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";05.03.2026 14:53
ORBIS;ORBIS eAU;;eAU;;elektronische Arbeitsunfähigkeitsbescheinigung;Ja;ehealth-xds/ CustInst.: Nein;docker-compose-ehealth-xds.yml;ehealth-xds/ CustInst.: Nein;Nein;;Nein;Nein;zusätzlich ORBIS Connector (JAIF) ähnlich KV-Connect notwendig;KIM Client/Fachdienst;Lars Freund;Nein;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=76801021"""" target=""_blank"">76801021 </a>";;20210511-0000002-0005308;;Nein;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392088\u0026session=14068159173354\u0026cs=38ZVu3fStEqvAvl8wqrs0UmACL8JVRS5T67re7EtjO9zV-bjDj0CI4yg5WINOLJat7OIebXphIHbJh40SwQ80NA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";21.01.2026 14:19
ORBIS;ORBIS MedCo Dashboard MDKM;MedCo;MedCo Dashboard MDKM;;vorkonfigurierte und individuelle Kacheln mit Falltabellen ermöglichen dem Anwender die gezielte administrative Bearbeitung von Vorgangs-/ Falllisten des Medizinischen Dienstes (MD).;Ja;orbis-4u/ CustInst.: Nein<br>medco-dashboard/ CustInst.: Nein;docker-compose-medco-dashboard.yml;;Nein;;Nein;Nein;MDKM Controller Dashboard;;Lisa Peters;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/BCD5BB37-7E8E-48D2-B3AF-7ABE518DAFDB?nodeType=DOCUMENT"""" target=""_blank"">BCD5BB37-7E8E-48D2-B3AF-7ABE518DAFDB </a>";;MEDCO_DASHBOARD_MDKM (60093);Ja;Ja;;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1494322\u0026session=14068159173354\u0026cs=3loQ8JzrIcZE_HaPNEUx9QVHhzK9qbdmbnKXDXFKRE0zlMYW7WYjLv75OskYGMlOPdCQ9E6dmn5vJ1H29JssZQg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";25.02.2026 14:24
ORBIS;ORBIS U CAVE;Notification Alerts;CAVE_U;CAVE U, Precautions (UK);Dokumentation von relevanten Informationen, die der Nutzer vor einer Interaktion mit einem Patienten berücksichtigen sollte, um sich und/oder den Patienten vor möglichen Komplikationen zu schützen.;Ja;orbis-4u/ CustInst.: Nein<br>alerts/ CustInst.: Nein;docker-compose-alerts.yml;alerts/ CustInst.: Nein<br>orbis-4u/ CustInst.: Nein;Nein;;Nein;Nein;"U Frame (application-frame) optional; ansonsten auch im ORBIS NICE Rahmen; Katalogsanpassungen CAVE_MD sinnvoll

Aufteilung NICE Modul Alert in Alarm (Benachrichtigungen) und CAVE bei Umstellung auf ORBIS U";;Thomas Bartosch;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/B5C17AD4-0876-41DA-A011-E822F7F15C96?nodeType=DOCUMENT"""" target=""_blank"">B5C17AD4-0876-41DA-A011-E822F7F15C96 </a>";20160804-0002-003727;60139 CAVE_U: ORBIS U CAVE;Ja;Ja;ja;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392085\u0026session=14068159173354\u0026cs=35DwXbGTmyE62KPb4-q57vfHgRcXOPny80gjE7lQO_BJg5EJHAyTbYRWsA4HNLJVrDK1f8B0-PoRxoaDaDcDziQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";03.03.2026 12:43
ORBIS;ORBIS Anesthesia;;AIMS;Anesthesia;ICU/Megs Framework;Nein;;;;Nein;;Nein;Nein;;;;Nein;;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=69508614"""" target=""_blank"">69508614 </a>";Kein RfC;;;Ja;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392081\u0026session=14068159173354\u0026cs=30DDGaLQsNJVbSeZB2iUSIO1-g1QAQremMY3sY8AksSmddNkjuqeNOCKDDkv3DvRY4x2yE2GqCriYhl8y8MPkNw\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";17.06.2024 14:56
ORBIS;RICO PEPP;MedCo;RICO für PEPP - Einbindung in ORBIS;Right Coding;Zugriff auf Groupersoftware RICO aus Orbis heraus;Nein;;;;Nein;;Nein;Nein;;;Julia Maria Wille;Nein;;;;RICO PEPP (60101);Nein;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1543577\u0026session=14068159173354\u0026cs=34ASsOQNrxPM0WLEr6XGyv3ZWn-kHkyF8FUT3Iq2WRgsYen9vRhiBYeC-EwH1co0BvVNTe_fMEALCwJSPfAAMAQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";21.01.2026 14:08
ORBIS;ORBIS U Attachment;Attachment;Attachment;Attachment;Attachment;Ja;;docker-compose-u-attachments.yml;;Nein;;Nein;Nein;;;;Nein;;;;;;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1557289\u0026session=14068159173354\u0026cs=34N9Qp3Y_EvXi07JQA9uZCpgXjn29uWqk-w9slGpfQ61pKCXCLeMpysUkCc2VyFjroY4dBcGEAMygvaAQe5SILA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";06.05.2024 13:24
TIP;TIP HCE Smart - Speech;;;TIP Hce smart;HCe Smart Modul für ORBIS Speech DICT;Nein;;;;Nein;;;Nein;;;;;;;Kein RfC;;;;;;;06.12.2021 07:27
